,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Radius,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue_X,Venue_Y,labels,Cluster Label
18,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Jumpin' Jimmy's,47.67604836800616,-122.37678099630381,Coffee Shop,-2643883.7201048164,13767924.038095502,0,0
19,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Anchored Ship Coffee Bar,47.66662542853705,-122.38346895132888,Coffee Shop,-2644079.682839443,13769214.363662465,0,0
20,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Watson's Counter,47.674048,-122.37648300000001,Coffee Shop,-2644045.1171869147,13768116.392889412,0,0
21,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,The Scoop at Walter's,47.67559814556477,-122.39826398882187,Ice Cream Shop,-2642417.446891191,13768990.158065105,0,0
22,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Jibe Espresso Bar,47.68061260228124,-122.4046767486141,Coffee Shop,-2641618.0505613964,13768776.674155263,0,0
23,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Pico Café,47.67567412366766,-122.39838671984012,Bakery,-2642403.551087434,13768988.136986382,0,0
24,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Alison's Coastal Cafe & Bakery,47.66723534497096,-122.38266357155302,Café,-2644092.9860865404,13769113.157980584,0,0
25,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Caffè Fiorè,47.66699649547921,-122.38279294429188,Coffee Shop,-2644100.750152316,13769143.959815219,0,0
26,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Bauhaus Books & Coffee,47.668535600070804,-122.38229360111086,Coffee Shop,-2644027.4028373077,13768961.350815868,0,0
27,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Firehouse Coffee,47.66878064399137,-122.39155747750974,Sandwich Place,-2643364.121576649,13769375.788776686,0,0
28,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Starbucks,47.670499483571064,-122.38748900839256,Coffee Shop,-2643527.0718338555,13769005.220033452,0,0
29,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Rodeo Donuts pop up,47.668830003032845,-122.38437244206828,Donut Shop,-2643861.737240404,13769029.64432994,0,0
30,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Holy Grounds Coffee House,47.69445984810628,-122.3749041734281,Coffee Shop,-2642720.155692798,13765934.477168564,0,0
31,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Robertino's,47.68689602986237,-122.38810262449806,Café,-2642332.0083621526,13767341.63037731,0,0
32,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Fiore,47.690414,-122.398022,Coffee Shop,-2641393.404556977,13767449.11730513,0,0
33,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,La Copa Cafe,47.686817,-122.38791,Coffee Shop,-2642350.9890544717,13767340.647454873,0,0
34,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Zen Dog Studio,47.69059526931351,-122.38442478546239,Tea Room,-2642328.354493233,13766785.241363095,0,0
35,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Starbucks,47.66895373,-122.3849569,Coffee Shop,-2643812.282779156,13769044.615049468,0,0
36,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Gourmet Latte,47.694161255417605,-122.3757177338358,Coffee Shop,-2642684.4580067997,13766003.913370907,0,0
37,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Atlas Coffee Importers,47.69055586325896,-122.37372506316362,Coffee Shop,-2643076.808717293,13766281.447579203,0,0
38,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Turtle Coffee,47.694400242415625,-122.374457269907,Coffee Shop,-2642755.4877326647,13765919.415330796,0,0
39,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Barn & Field Kitchen & Bakery,47.700046043551325,-122.37811866821097,Café,-2642103.432181308,13765510.500321966,0,0
40,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Venture Coffee,47.67143,-122.387849,Coffee Shop,-2643436.5775269265,13768926.237257974,0,0
41,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Salt & Sugar,47.66991,-122.38774,Café,-2643550.993060342,13769077.994523708,0,0
42,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Freya,47.668306,-122.392068,Scandinavian Restaurant,-2643361.866789415,13769449.025287895,0,0
43,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Cafe Cuzco,47.670302,-122.37645149230957,Coffee Shop,-2644310.643830913,13768501.616625464,0,0
44,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,His Word Found Here,47.667855,-122.384465,Coffee Shop,-2643923.804013793,13769134.701735098,0,0
45,Loyal Heights,47.6887088,-122.3929073,2605.105648569951,Equal Exchange Coffee,47.668937,-122.375894,Coffee Shop,-2644445.473308847,13768616.065283226,0,0
46,Adams,47.565271,-122.2795457,2672.096262413374,Tutta Bella Neapolitan Pizzeria,47.557151903347275,-122.28460972897362,Pizza Place,-2658685.5646406882,13775816.324157037,0,0
47,Adams,47.565271,-122.2795457,2672.096262413374,Empire Espresso,47.55853482808951,-122.2842837618607,Coffee Shop,-2658610.94941027,13775657.934164736,0,0
48,Adams,47.565271,-122.2795457,2672.096262413374,Caffe Vita,47.55611614906199,-122.27023939334437,Coffee Shop,-2659763.3222726514,13775237.992527682,0,0
49,Adams,47.565271,-122.2795457,2672.096262413374,Starbucks,47.569279,-122.287947,Coffee Shop,-2657598.0877762595,13774722.816375885,0,0
50,Adams,47.565271,-122.2795457,2672.096262413374,Starbucks,47.558765,-122.28526,Coffee Shop,-2658526.478478616,13775680.704156097,0,0
51,Adams,47.565271,-122.2795457,2672.096262413374,Both Ways Cafe,47.56424311911135,-122.27091910429706,Café,-2659143.135977759,13774431.034216166,0,0
52,Adams,47.565271,-122.2795457,2672.096262413374,Cafetal Quilombo,47.56398815930329,-122.31354587427816,Café,-2656180.9616456646,13776489.151526354,0,0
53,Adams,47.565271,-122.2795457,2672.096262413374,Victrola Coffee Beacon Hill,47.57459140627298,-122.30924898247002,Coffee Shop,-2655735.040112196,13775189.159890858,0,0
54,Adams,47.565271,-122.2795457,2672.096262413374,Farestart Cafe,47.58410727200492,-122.3014830673638,Café,-2655607.8371675694,13773836.367403787,0,0
55,Adams,47.565271,-122.2795457,2672.096262413374,Tagla Ethiopian Cafe,47.56357280565526,-122.28819298918572,Ethiopian Restaurant,-2657982.790314852,13775323.922115052,0,0
56,Adams,47.565271,-122.2795457,2672.096262413374,Starbucks,47.57684961531152,-122.29683776415777,Coffee Shop,-2656443.509025074,13774364.616935553,0,0
57,Adams,47.565271,-122.2795457,2672.096262413374,Olympia Coffee,47.55882286526829,-122.28525906801222,Coffee Shop,-2658522.4679310913,13775674.682599444,0,0
58,Adams,47.565271,-122.2795457,2672.096262413374,Coffeeholic House,47.557157,-122.285951,Coffee Shop,-2658591.4194777953,13775879.747414216,0,0
59,Adams,47.565271,-122.2795457,2672.096262413374,Onda Origins,47.551861,-122.2779,Coffee Shop,-2659527.4520418877,13776042.893488592,0,0
60,Adams,47.565271,-122.2795457,2672.096262413374,Relish Fine Foods,47.57830451167025,-122.2881720826289,Café,-2656946.6439257204,13773801.38863918,0,0
61,Adams,47.565271,-122.2795457,2672.096262413374,Seasoned in Seattle Cafe,47.551357,-122.288619,Café,-2658813.331117365,13776606.08935617,0,0
62,Adams,47.565271,-122.2795457,2672.096262413374,Compadre Coffee,47.57711,-122.29763100000001,Coffee Shop,-2656369.735596189,13774375.520940604,0,0
63,Adams,47.565271,-122.2795457,2672.096262413374,Beacon Espresso,47.558824,-122.303844,Coffee Shop,-2657222.856521064,13776560.408754082,0,0
64,Adams,47.565271,-122.2795457,2672.096262413374,Chatime,47.547396,-122.28486699999999,Bubble Tea Shop,-2659354.7089377907,13776836.377631929,0,0
65,Adams,47.565271,-122.2795457,2672.096262413374,Pippys Cafe,47.576774,-122.310176,Café,-2655516.60862574,13775007.872325787,0,0
66,Whittier Heights,47.683297,-122.3714487,2125.706393165068,The Dane,47.68695002889187,-122.37653933717229,Beer Bar,-2643134.1822097884,13766787.230906034,0,0
67,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Rosellini's,47.67952480918485,-122.37472955938681,Bakery,-2643782.3452073876,13767467.77063639,0,0
68,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Mainstay Provisions,47.676078,-122.364349,Café,-2644748.3677847376,13767330.636198696,0,0
69,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Biscuit & Bean,47.67184836931982,-122.37631377221527,Coffee Shop,-2644211.5436232844,13768335.435870433,0,0
70,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Grumpy D's,47.67956170698513,-122.37688978488912,Coffee Shop,-2643629.155595489,13767566.521441339,0,0
71,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Chocolati Greenwood,47.68973167737688,-122.3556025434268,Coffee Shop,-2644397.668822627,13765505.964386893,0,0
72,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Cafe Besalu,47.67197127046342,-122.38775528572725,Bakery,-2643405.0759117426,13768865.906715352,0,0
73,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Makeda & Mingus Café,47.685426214871974,-122.35568676920194,Coffee Shop,-2644694.667064678,13765954.316513514,0,0
74,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Mighty-O Donuts,47.668542440559825,-122.37881938983554,Donut Shop,-2644269.2043315694,13768795.70008183,0,0
75,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Herkimer Coffee,47.68248311895322,-122.35523005586235,Coffee Shop,-2644933.526571999,13766236.378953084,0,0
76,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Cafe Bambino,47.67595461467614,-122.36215254286313,Café,-2644910.170254725,13767239.049796695,0,0
77,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Sip and Ship,47.66872398217398,-122.38131628905103,Post Office,-2644082.318104365,13768895.503861489,0,0
78,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Preserve and Gather,47.69071313728395,-122.36305079953048,Coffee Shop,-2643809.6087912335,13765758.406073818,0,0
79,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Celine Patisserie,47.67906150794794,-122.35544928578703,Bakery,-2645158.9315248276,13766599.948627144,0,0
80,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Monkey Grind Espresso Bar,47.69065857179805,-122.35136264389898,Coffee Shop,-2644627.9048150177,13765208.910257211,0,0
81,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Sip and Ship,47.68374870911848,-122.3554667410838,Coffee Shop,-2644828.0039926553,13766116.999428395,0,0
82,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Diva Espresso,47.686910158926665,-122.35514211920531,Coffee Shop,-2644628.236253321,13765775.29102562,0,0
83,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Slate Coffee Bar,47.66836129588859,-122.36336096729093,Coffee Shop,-2645359.909387658,13768080.282028709,0,0
84,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Mabel Coffee,47.6796498,-122.3879238,Coffee Shop,-2642853.720394617,13768081.182072103,0,0
85,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Fresh Flours,47.67315634832812,-122.35446206995991,Café,-2645643.1298253327,13767162.565917928,0,0
86,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Cupcake Royale and Verite Coffee,47.66882852714093,-122.38437785628311,Cupcake Shop,-2643861.463385602,13769030.053726949,0,0
87,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Jumpin' Jimmy's,47.67604836800616,-122.37678099630381,Coffee Shop,-2643883.7201048164,13767924.038095502,0,0
88,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Ballard Coffee Works,47.66885345349778,-122.38471629745673,Coffee Shop,-2643836.109240885,13769043.546424188,0,0
89,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Starbucks,47.69064248939866,-122.37622307975559,Coffee Shop,-2642896.6312670964,13766391.088531809,0,0
90,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Miro Tea,47.66766247145386,-122.38488912634942,Tea Room,-2643907.7556068795,13769174.713340644,0,0
91,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Caffe Vita,47.68272249160724,-122.35520732312338,Coffee Shop,-2644918.272615588,13766210.593133325,0,0
92,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Caffe Umbria,47.66767820784637,-122.38501768533699,Coffee Shop,-2643897.6838671574,13769179.191497682,0,0
93,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Beth's Café,47.682145074326556,-122.34470860423596,Diner,-2645690.6150700743,13765771.392660975,0,0
94,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Stage Door Cafe,47.69065433624437,-122.3560001682221,Café,-2644305.0560982493,13765429.628436368,0,0
95,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Watson's Counter,47.674048,-122.37648300000001,Coffee Shop,-2644045.1171869147,13768116.392889412,0,0
96,Whittier Heights,47.683297,-122.3714487,2125.706393165068,The Other Coast Cafe,47.66674597893921,-122.38372694136072,Sandwich Place,-2644053.2177765206,13769214.165148102,0,0
97,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Anchored Ship Coffee Bar,47.66662542853705,-122.38346895132888,Coffee Shop,-2644079.682839443,13769214.363662465,0,0
98,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Woodland Coffee,47.66789903809217,-122.37511394293739,Coffee Shop,-2644572.8361393684,13768686.182915995,0,0
99,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Starbucks,47.69170754629118,-122.35887839359094,Coffee Shop,-2644030.411509609,13765457.632103348,0,0
100,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Alison's Coastal Cafe & Bakery,47.66723534497096,-122.38266357155302,Café,-2644092.9860865404,13769113.157980584,0,0
101,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Caffè Fiorè,47.66699649547921,-122.38279294429188,Coffee Shop,-2644100.750152316,13769143.959815219,0,0
102,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Bauhaus Books & Coffee,47.668535600070804,-122.38229360111086,Coffee Shop,-2644027.4028373077,13768961.350815868,0,0
103,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Chaco Canyon Organic Café,47.69010606193001,-122.35513690184001,Vegetarian / Vegan Restaurant,-2644403.7795088803,13765445.209468223,0,0
104,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Rodeo Donuts pop up,47.668830003032845,-122.38437244206828,Donut Shop,-2643861.737240404,13769029.64432994,0,0
105,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Holy Grounds Coffee House,47.69445984810628,-122.3749041734281,Coffee Shop,-2642720.155692798,13765934.477168564,0,0
106,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Atlas Coffee Importers,47.69055586325896,-122.37372506316362,Coffee Shop,-2643076.808717293,13766281.447579203,0,0
107,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Chocolat Vitale,47.675836,-122.361025,Café,-2644997.118022209,13767197.73718275,0,0
108,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Seven Coffee Roasters,47.685491,-122.355758,Coffee Shop,-2644685.1455835607,13765951.013604825,0,0
109,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Gourmet Latte,47.694161255417605,-122.3757177338358,Coffee Shop,-2642684.4580067997,13766003.913370907,0,0
110,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Turtle Coffee,47.694400242415625,-122.374457269907,Coffee Shop,-2642755.4877326647,13765919.415330796,0,0
111,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Zen Dog Studio,47.69059526931351,-122.38442478546239,Tea Room,-2642328.354493233,13766785.241363095,0,0
112,Whittier Heights,47.683297,-122.3714487,2125.706393165068,La Copa Cafe,47.686817,-122.38791,Coffee Shop,-2642350.9890544717,13767340.647454873,0,0
113,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Robertino's,47.68689602986237,-122.38810262449806,Café,-2642332.0083621526,13767341.63037731,0,0
114,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Cafe Cuzco,47.670302,-122.37645149230957,Coffee Shop,-2644310.643830913,13768501.616625464,0,0
115,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Equal Exchange Coffee,47.668937,-122.375894,Coffee Shop,-2644445.473308847,13768616.065283226,0,0
116,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Venture Coffee,47.67143,-122.387849,Coffee Shop,-2643436.5775269265,13768926.237257974,0,0
117,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Starbucks,47.677844534160606,-122.35458952429602,Coffee Shop,-2645304.467219901,13766684.715526585,0,0
118,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Salt & Sugar,47.66991,-122.38774,Café,-2643550.993060342,13769077.994523708,0,0
119,Whittier Heights,47.683297,-122.3714487,2125.706393165068,Barn & Field Kitchen & Bakery,47.700046043551325,-122.37811866821097,Café,-2642103.432181308,13765510.500321966,0,0
120,Whittier Heights,47.683297,-122.3714487,2125.706393165068,His Word Found Here,47.667855,-122.384465,Coffee Shop,-2643923.804013793,13769134.701735098,0,0
121,West Woodland,47.6759733,-122.3474992,2658.247156101114,Fresh Flours,47.67315634832812,-122.35446206995991,Café,-2645643.1298253327,13767162.565917928,0,0
122,West Woodland,47.6759733,-122.3474992,2658.247156101114,Beth's Café,47.682145074326556,-122.34470860423596,Diner,-2645690.6150700743,13765771.392660975,0,0
123,West Woodland,47.6759733,-122.3474992,2658.247156101114,Hiroki,47.66904071234123,-122.33217323119504,Dessert Shop,-2647486.612323084,13766528.055722242,0,0
124,West Woodland,47.6759733,-122.3474992,2658.247156101114,Celine Patisserie,47.67906150794794,-122.35544928578703,Bakery,-2645158.9315248276,13766599.948627144,0,0
125,West Woodland,47.6759733,-122.3474992,2658.247156101114,Herkimer Coffee,47.68248311895322,-122.35523005586235,Coffee Shop,-2644933.526571999,13766236.378953084,0,0
126,West Woodland,47.6759733,-122.3474992,2658.247156101114,Mighty-O Donuts,47.66878992435723,-122.33319420885707,Donut Shop,-2647433.0852044346,13766602.479476804,0,0
127,West Woodland,47.6759733,-122.3474992,2658.247156101114,Mainstay Provisions,47.676078,-122.364349,Café,-2644748.3677847376,13767330.636198696,0,0
128,West Woodland,47.6759733,-122.3474992,2658.247156101114,Chocolati Greenwood,47.68973167737688,-122.3556025434268,Coffee Shop,-2644397.668822627,13765505.964386893,0,0
129,West Woodland,47.6759733,-122.3474992,2658.247156101114,Vif Wine and Coffee,47.6603941177642,-122.35012799464621,Winery,-2646843.075262556,13768274.01324386,0,0
130,West Woodland,47.6759733,-122.3474992,2658.247156101114,Seattle Meowtropolitan,47.66137631352743,-122.34279925340857,Café,-2647285.0694473744,13767824.299027057,0,0
131,West Woodland,47.6759733,-122.3474992,2658.247156101114,Slate Coffee Bar,47.66836129588859,-122.36336096729093,Coffee Shop,-2645359.909387658,13768080.282028709,0,0
132,West Woodland,47.6759733,-122.3474992,2658.247156101114,Retreat,47.67877595834497,-122.3268080342347,Coffee Shop,-2647175.3025890826,13765268.260601101,0,0
133,West Woodland,47.6759733,-122.3474992,2658.247156101114,Peet's Coffee & Tea,47.67828,-122.327258,Coffee Shop,-2647178.857816597,13765340.835454728,0,0
134,West Woodland,47.6759733,-122.3474992,2658.247156101114,Chocolati Cafe,47.68543623821296,-122.33610227041483,Coffee Shop,-2646058.769254973,13765022.749626966,0,0
135,West Woodland,47.6759733,-122.3474992,2658.247156101114,Makeda & Mingus Café,47.685426214871974,-122.35568676920194,Coffee Shop,-2644694.667064678,13765954.316513514,0,0
136,West Woodland,47.6759733,-122.3474992,2658.247156101114,Monkey Grind Espresso Bar,47.69065857179805,-122.35136264389898,Coffee Shop,-2644627.9048150177,13765208.910257211,0,0
137,West Woodland,47.6759733,-122.3474992,2658.247156101114,Chocolati Cafe,47.66146821137857,-122.3368123020831,Coffee Shop,-2647696.0992871975,13767530.20936559,0,0
138,West Woodland,47.6759733,-122.3474992,2658.247156101114,Sip and Ship,47.68374870911848,-122.3554667410838,Coffee Shop,-2644828.0039926553,13766116.999428395,0,0
139,West Woodland,47.6759733,-122.3474992,2658.247156101114,Cafe Bambino,47.67595461467614,-122.36215254286313,Café,-2644910.170254725,13767239.049796695,0,0
140,West Woodland,47.6759733,-122.3474992,2658.247156101114,Diva Espresso,47.686910158926665,-122.35514211920531,Coffee Shop,-2644628.236253321,13765775.29102562,0,0
141,West Woodland,47.6759733,-122.3474992,2658.247156101114,Caffe Vita,47.68272249160724,-122.35520732312338,Coffee Shop,-2644918.272615588,13766210.593133325,0,0
142,West Woodland,47.6759733,-122.3474992,2658.247156101114,Zoka Coffee Roaster & Tea Company,47.668797520381034,-122.3328391114969,Coffee Shop,-2647457.3067074507,13766584.813449001,0,0
143,West Woodland,47.6759733,-122.3474992,2658.247156101114,Biscuit & Bean,47.67184836931982,-122.37631377221527,Coffee Shop,-2644211.5436232844,13768335.435870433,0,0
144,West Woodland,47.6759733,-122.3474992,2658.247156101114,Starbucks,47.68943851427227,-122.34504848049845,Coffee Shop,-2645153.718800405,13765034.848368607,0,0
145,West Woodland,47.6759733,-122.3474992,2658.247156101114,Rosellini's,47.67952480918485,-122.37472955938681,Bakery,-2643782.3452073876,13767467.77063639,0,0
146,West Woodland,47.6759733,-122.3474992,2658.247156101114,Green Lake Boathouse,47.68128013742797,-122.32900243763002,Lake,-2646846.0815878036,13765114.164018666,0,0
147,West Woodland,47.6759733,-122.3474992,2658.247156101114,Mighty-O Donuts,47.668542440559825,-122.37881938983554,Donut Shop,-2644269.2043315694,13768795.70008183,0,0
148,West Woodland,47.6759733,-122.3474992,2658.247156101114,Lighthouse Roasters,47.65906948740593,-122.35428417774988,Coffee Shop,-2646646.3850342804,13768608.265893487,0,0
149,West Woodland,47.6759733,-122.3474992,2658.247156101114,The Dane,47.68695002889187,-122.37653933717229,Beer Bar,-2643134.1822097884,13766787.230906034,0,0
150,West Woodland,47.6759733,-122.3474992,2658.247156101114,Broadcast Coffee,47.67624187558279,-122.31750786463931,Coffee Shop,-2648001.8914037403,13765087.530662952,0,0
151,West Woodland,47.6759733,-122.3474992,2658.247156101114,Cafe Javasti,47.690141101128425,-122.32291117960038,Coffee Shop,-2646646.66179172,13763910.221593281,0,0
152,West Woodland,47.6759733,-122.3474992,2658.247156101114,Cubes Baking Co.,47.661227000000004,-122.330506,Bakery,-2648152.825876256,13767255.268692257,0,0
153,West Woodland,47.6759733,-122.3474992,2658.247156101114,Sip and Ship,47.66872398217398,-122.38131628905103,Post Office,-2644082.318104365,13768895.503861489,0,0
154,West Woodland,47.6759733,-122.3474992,2658.247156101114,Urban Bakery,47.68554763087612,-122.336698104188,Café,-2646009.409022021,13765039.57233832,0,0
155,West Woodland,47.6759733,-122.3474992,2658.247156101114,Fuel Coffee,47.66136226083341,-122.33690553660537,Coffee Shop,-2647697.0537364813,13767545.578212917,0,0
156,West Woodland,47.6759733,-122.3474992,2658.247156101114,Starbucks,47.66144141915089,-122.33309437014799,Coffee Shop,-2647957.2445305693,13767356.209581302,0,0
157,West Woodland,47.6759733,-122.3474992,2658.247156101114,Cafe Racer,47.67153205435113,-122.31726198853283,Bar,-2648350.680928116,13765561.872086614,0,0
158,West Woodland,47.6759733,-122.3474992,2658.247156101114,Stage Door Cafe,47.69065433624437,-122.3560001682221,Café,-2644305.0560982493,13765429.628436368,0,0
159,West Woodland,47.6759733,-122.3474992,2658.247156101114,Revolutions Coffee,47.680559024636146,-122.32607574999243,Coffee Shop,-2647100.8067498244,13765049.439525865,0,0
160,West Woodland,47.6759733,-122.3474992,2658.247156101114,Irwin’s Neighborhood Bakery and Cafe,47.65542,-122.33283,Café,-2648399.4624845563,13767965.18112081,0,0
161,West Woodland,47.6759733,-122.3474992,2658.247156101114,Herkimer Coffee,47.6698751276128,-122.31315882384743,Coffee Shop,-2648753.3729615435,13765537.695603108,0,0
162,West Woodland,47.6759733,-122.3474992,2658.247156101114,Preserve and Gather,47.69071313728395,-122.36305079953048,Coffee Shop,-2643809.6087912335,13765758.406073818,0,0
163,West Woodland,47.6759733,-122.3474992,2658.247156101114,Caffé Vita,47.659009420514316,-122.35019732486379,Coffee Shop,-2646935.645886151,13768420.252412897,0,0
164,West Woodland,47.6759733,-122.3474992,2658.247156101114,Java Jahn,47.663755446466396,-122.37501135949637,Coffee Shop,-2644871.2700742353,13769109.100041606,0,0
